,author,dish,type,inglst,time_prep,time_cook,tags,ingredients,servings,rating_star,rating_num,meta_description
678,Elise Bauer,Salmon Fried Rice,,"['onion', 'bell', 'pepper', 'day', 'rice', 'rice', 'peas', 'onions', 'greens']",10,15,"['lenten', 'chinese', 'gluten-free', 'fish and seafood']","3 tablespoons soy sauce,1 teaspoon brown sugar,1 tablespoon extra virgin olive oil,2/3 cup diced red onion,2/3 cup diced red bell pepper,2 cloves garlic, minced,1-inch piece of ginger, grated,3 eggs, well beaten,4 cups day old cooked white rice (from about 2 cups of raw rice),1 cup frozen peas, thawed,2 cups cooked salmon in large chunks,2 green onions, thinly sliced, including the greens,Cilantro (or parsley) for garnish",Serves 4 to 6,5,15.0,Have leftover rice and cooked salmon? Make salmon fried rice! Comes together in minutes. Easy and so good!
679,Elise Bauer,Baked Spaghetti,,"['vermicelli', 'pasta', 'spaghetti', 'sausage', 'casings', 'cremini', 'mushrooms', 'onion', 'pepper', 'marinara', 'meatless', 'tomato', 'dish', 'eggs', 'cheese', 'mozzarella', 'cheese']",10,105,"['dinner', 'comfort food', 'italian sausage', 'spaghetti']","3/4 pound vermicelli pasta or thin spaghetti,1 pound bulk sweet Italian sausage (removed from casings),1/4 pound shiitake or cremini mushrooms, roughly chopped,1 medium onion, chopped, about 1 1/2 cups,2 cloves garlic, minced,1/4 teaspoon red pepper flakes,3 cups (24 ounces) marinara or meatless tomato sauce, , or store bought,1 1/2 cups water,1 tablespoon Italian seasoning,1/4 cup chopped fresh parsley,1 tablespoon extra virgin olive oil, plus more for greasing the casserole dish,1 cup grated Parmesan cheese,2 large eggs, beaten,1 cup ricotta cheese,2 to 3 cups shredded mozzarella cheese",Serves 8 to 10,5,36.0,"Baked Spaghetti Casserole with thin spaghetti, sausage, mushroom, and tomato sauce, ricotta, Parmesan, and Mozzarella cheeses."
680,Elise Bauer,Smoked Salmon Pasta,,"['spaghetti', 'nuts', 'shallots', 'onions', 'wine', 'substitute', 'pasta', 'juice', 'lemon', 'juice', 'lemon', 'zest', 'salmon', 'bite']",10,30,"['lenten', 'quick and easy', 'pasta and noodles', 'salmon']","8 ounces spaghetti (or other) pasta,Salt,1/4 cup pine nuts,2 tablespoons extra virgin olive oil,1/3 cup chopped shallots (can substitute onions),2 cloves garlic, minced,1/3 cup dry white wine (can substitute pasta cooking water with a Tbsp of lemon juice),1/4 cup cream,1 tablespoon lemon juice,2 tablespoons lemon zest (divided into 1 Tbsp and 1 Tbsp),2 tablespoons chopped fresh parsley or dill,4 ounces smoked salmon, cut into bite sized pieces,Fresh ground black pepper",Serves 2 to 3,5,18.0,"Smoked salmon with pasta in a sauce of shallots, garlic, white wine, lemon, and cream, with toasted pine nuts and parsley."
681,Nick Evans,Pepperoni Pizza Penne Pasta,,"['penne', 'pasta', 'marinara', 'mini', 'pepperoni', 'mozzarella', 'balls', 'pepper', 'pepper']",5,30,"['eat your food', 'pasta and noodles', 'penne']","12 ounces penne pasta,1 cup marinara sauce, , or store-bought,1/2 teaspoon dried oregano,4 ounces mini pepperoni (see Recipe Note),8 ounces mini mozzarella balls,Basil chopped, garnish,2 tablespoons butter,1/2 cup breadcrumbs,1/4 teaspoon red pepper flakes,Pinch of salt and pepper",4 to 6 servings,,,"Eat Your Food! Think of pepperoni pizza, but as pasta! Kid-friendly, and parents can add some extra spice to their bowls with a crunchy breadcrumb topping."
682,Elise Bauer,Classic English Toad-in-the-Hole,,"['freshly', 'eggs', 'milk', 'bangers', 'sausage', 'pork', 'breadcrumbs', 'pork', 'beef', 'sausage', 'links', 'casings']",35,30,"['dinner', 'comfort food', 'pork', 'sausage']","1 1/2 cup  (180 g) of all purpose flour,1 scant teaspoon Kosher salt,Pinch of freshly ground black pepper,3 eggs, beaten,1 1/2 cup (350 ml) milk,2 Tbsp melted butter,1 Tbsp vegetable oil,1 lb (450 g) of bangers (an English sausage made with pork and breadcrumbs), or good quality pork or beef sausage links (in casings)",Serves 4-6,5,15.0,The English classic Toad-in-the-Hole—sausage links baked in a Yorkshire pudding like flour egg batter.
683,Elise Bauer,Nicoise Salad,,"['juice', 'wine', 'tuna', 'steaks', 'tuna', 'lengthwise', 'potatoes', 'potatoes', 'heads', 'lettuce', 'lettuce', 'ripe', 'tomatoes', 'onion', 'beans', 'olives', 'capers', 'anchovies']",20,25,"['dinner', 'provencal', 'gluten-free', 'tuna']","1/3 cup lemon juice or red wine vinegar,3/4 cup extra-virgin olive oil,3 Tbsp finely chopped shallot,2 Tbsp finely chopped fresh basil,1 Tbsp finely chopped fresh thyme,2 teaspoons finely chopped fresh oregano or tarragon,1 teaspoon Dijon mustard,Salt and freshly ground black pepper,2 grilled or otherwise cooked tuna steaks* (8 oz each) or 2-3 cans of tuna,6 ,, peeled and quartered lengthwise,1 1/4 pounds small young red potatoes or fingerling potatoes,Salt and freshly ground black pepper,2 medium heads Boston lettuce or butter lettuce, torn into bite-sized pieces,3 small ripe tomatoes, cored and cut into wedges,1 small red onion, thinly sliced,1/2 pound green beans, trimmed and cut into 2-inch pieces,1/4 cup niçoise olives,2 Tbsp capers, rinsed and/or several anchovies (optional)",Serves 6,5,12.0,"Salad Nicoise, a French composed salad with tuna, green beans, hard boiled eggs, tomatoes, onion, capers, and potatoes."
684,Hank Shaw,Green Gumbo,,"['peanut', 'lard', 'onion', 'green', 'bell', 'celery', 'cajun', 'hock', 'greens', 'collards', 'greens', 'greens', 'dandelion', 'greens', 'beet', 'greens', 'file', 'cayenne', 'celery', 'paprika']",30,120,"['soup and stew', 'mardi gras', 'cajun', 'gumbo']","1 cup peanut oil, lard or other vegetable oil,1 cup flour,2 cups chopped onion,1 cup chopped green bell pepper,1 cup chopped celery,4 cloves garlic,2 bay leaves,1 Tbsp Cajun seasoning (see below),1 ham hock (optional),10 cups water,3 pounds assorted greens (i.e. kale, collards, mustard greens, turnip greens, spinach, chard, parsley, dandelion greens, beet greens), chopped (about 14 cups),Salt,1 pound smoked andouille sausage (optional),File powder to taste (optional),1 teaspoon black pepper,1 teaspoon cayenne,1 teaspoon celery seed,1 teaspoon dried thyme,2 teaspoons dried oregano,1 Tbsp garlic powder,2 Tbsp sweet paprika",Serves 10-12,5,11.0,"A traditional Louisiana gumbo served during Lent that is based on loads of greens such as collards, kale, turnip greens and spinach."
685,Summer Miller,Stuffed Delicata Squash with Pancetta and Goat Cheese,,"['delicata', 'squash', 'pancetta', 'portabella', 'mushrooms', 'onion', 'fennel', 'pint', 'grape', 'tomatoes', 'goat', 'cheese', 'pepper', 'basmati', 'rice']",10,35,"['dinner', 'delicata squash', 'goat cheese', 'pancetta']","4 small delicata squash,2 ounces pancetta, diced small,8 ounces portabella mushrooms, diced,1/2 medium yellow onion, diced,3 cloves garlic, minced,1 teaspoon dried oregano,1 teaspoon kosher salt,1/2 teaspoon freshly ground cracked pepper,1/4 teaspoon fennel seeds, chopped,1/4 cup fresh parsley, chopped and packed,1 tablespoon balsamic vinegar,1 pint grape tomatoes, halved,4 ounces chevre (goat cheese),1/2 cup Panko,2 teaspoons oil,1/2 teaspoon salt,1/2 teaspoon pepper,1/2 teaspoon dried thyme,1 tablespoon olive oil,1/2 cup uncooked basmati rice,1 1/2 cups water,1 tablespoon butter,1 bay leaf,1 teaspoon kosher salt","8 as a side, or 4 as a main dish",5,1.0,"This Stuffed Delicata Squash recipe is an elegant dinner party meal, but it's also easy enough to make on a weeknight. We're stuffing these with a mix of pancetta, goat cheese, rice, and mushrooms!"
686,Hank Shaw,Cochinita Pibil,,"['pork', 'shoulder', 'orange', 'juice', 'lime', 'juice', 'juice', 'limes', 'rojo', 'markets', 'cheese', 'queso', 'seco', 'lime']",10,180,"['dinner', 'mexican', 'gluten-free', 'pork']","3-4 pounds pork shoulder,1 cup orange juice, freshly squeezed if possible,1/2 cup lime juice, juice of 4-5 limes,1 teaspoons salt,3 ounces of red (rojo) ,,, available in Latin markets, (optional), for garnish,Dry Mexican cheese (queso seco), for garnish,Chopped cilantro, for garnish,Lime wedges, for garnish","Serves 4-6, depending on appetite.",5,7.0,"Mexican cochinita pibil, or pulled pork shoulder marinated and braised in achiote paste, orange juice, and lime. Great for taco meat."
687,Hank Shaw,Shrimp and Grits,,"['stone', 'cheddar', 'cheese', 'onion', 'pepper', 'chicken', 'onions', 'parts', 'juice', 'lemon']",10,45,"['dinner', 'southern', 'grits', 'shrimp']","4 1/2 cups water,1 teaspoon salt,1 cup stone-ground ,2 Tbsp unsalted butter,2 ounces white cheddar cheese, shredded,4 thick slices bacon,1 cup chopped white or yellow onion,1 cup chopped green pepper,2 garlic cloves, minced,1 to 1 1/2 pounds shrimp, ,1 cup chicken stock,3 green onions, chopped (white and light green parts only),2 Tbsp chopped parsley,Juice of a lemon, about 1-2 Tbsp",Serves 4,5,14.0,"Shrimp and grits is an iconic Southern dish and easy to make at home. Grits topped with shrimp, onions, peppers and bacon come together for this classic dish with great flavor."
688,Elise Bauer,Bean and Bacon Soup,,"['beans', 'couple', 'bacon', 'onion', 'onion', 'celery', 'ribs', 'celery', 'carrots', 'carrot', 'tomato', 'bacon', 'optional']",15,90,"['soup and stew', 'comfort food', 'gluten-free', 'bacon']","1 pound dry Great Northern white beans, covered with a couple inches of water and soaked overnight,5 ounces of bacon, cut into 1/2-inch wide pieces,2 cups chopped onion (1 large onion),3/4 cup chopped celery (about 2 ribs of celery),3/4 cup chopped carrots (1 large carrot),3 cloves garlic, minced (about 1 tablespoon),6 cups chicken stock,2 bay leaves,1 Tbsp fresh thyme,2 1/2 teaspoons kosher salt,1/4 teaspoon black pepper,3 Tbsp tomato paste,1/2 teaspoon paprika,1 ounce bacon (1 to 2 slices), cooked and crumbled for garnish (optional),2 Tbsp chopped fresh parsley for garnish (optional)",Serves 6 to 8,5,20.0,"Classic bean and bacon soup with white beans, onion, celery, carrot, garlic, and plenty of bacon!"
689,Elise Bauer,Honey Mustard Baked Salmon,,"['fillets', 'honey', 'lemon', 'juice']",10,10,"['dinner', 'quick and easy', 'healthy', 'salmon']","1 1/2 to 2 pounds (680 to 900g) salmon fillets,3 tablespoons honey mustard (1 1/2 Tbsp honey plus 1 1/2 Tbsp Dijon mustard),3 cloves garlic, minced (about 3 teaspoons),3 tablespoons extra virgin olive oil (divided 2 T and 1 T),1 tablespoon lemon juice,1 tablespoon chopped fresh dill,Pinch of salt",Serves 4,5,8.0,"Honey Mustard Salmon - this easy baked salmon recipe is an easy, delicious way to dress up salmon fillets! Takes only 20 minutes start to finish."
690,Elise Bauer,Mexican Tostada,,"['corn', 'corn', 'tortillas', 'beans', 'lettuce', 'tomatoes', 'guacamole', 'jack', 'cheddar', 'fresco', 'cotija', 'cheese']",15,25,"['dinner', 'mexican', 'gluten-free', 'tortilla']","Corn oil or extra virgin olive oil,12 corn tortillas,Salt,3 1/2 cups refried beans, , or from 2 15-ounce cans,1/2 head iceberg lettuce, sliced thin and seasoned with salt and vinegar (no oil),2 medium tomatoes, chopped,1 to 2 avocados, chopped , or guacamole,8 ounces grated Monterrey Jack, Cheddar, or crumbled queso fresco and/or cotija cheese,1 cup of ,, or 1/2 cup sliced ,A handful chopped fresh cilantro",Serves 4 to 6,5,4.0,"Tostadas are meant to be messy! Pile them with your favorite toppings and dig in. These are made with a crispy fried corn tortilla topped with refried beans, grated cheese, chopped avocado and tomato, sliced lettuce, and salsa."
691,Elise Bauer,Mussels in White Wine Sauce,,"['mussels', 'wine', 'shallots', 'omit', 'gluten', 'version']",20,15,"['french', 'low carb', 'mussel', 'shellfish']","2 pounds mussels, scrubbed clean under running water,1/2 cup dry white wine,2 tablespoons butter,1/4 cup minced shallots,1 tablespoon minced garlic,2 teaspoons flour (optional, omit for gluten-free version),1/4 cup minced parsley","Serves 2 as a meal, 4 as an appetizer or side dish",5,2.0,"A traditional French dish, mussels mariniere, or moules mariniere. Mussels steamed in white wine, served in sauce of juices from the mussels, wine, butter, and shallots."
692,Elise Bauer,Chile Relleno Casserole,,"['onion', 'tomatoes', 'chorizo', 'spicy', 'sausage', 'cotija', 'cheese', 'feta', 'dozen', 'eggs', 'monterey', 'jack', 'mild', 'cheddar', 'cheese']",10,75,"['dinner', 'casserole', 'texmex', 'egg']","8 ,2 tablespoons extra virgin olive oil,1 cup chopped onion,4 cloves garlic, minced (about 4 teaspoons),1 28-ounce can tomatoes,Salt,1 pound Mexican chorizo (or other spicy sausage),1 cup Cotija cheese, crumbled (can sub feta),1 teaspoon fresh oregano, minced,One dozen eggs,1/3 cup flour,1 teaspoon baking powder,1 1/2 cup Monterey jack or mild cheddar cheese, shredded",Serves 8,5,15.0,"Poblano chiles, stuffed with cotija cheese and chorizo sausage, baked in an egg and cheese casserole with tomato sauce."
693,Elise Bauer,Easy Coconut Shrimp Curry,,"['onion', 'curry', 'cardamom', 'cardamom', 'pod', 'coconut', 'milk', 'coconut', 'milk', 'shrimp', 'tail']",5,25,"['indian', 'gluten-free', 'paleo', 'curry']","1 Tbsp olive oil,1 cup finely chopped onion,1/2 teaspoon mild yellow curry powder,Pinch of ground cardamom or the seeds from 1 cardamom pod, crushed,1/2 teaspoon Kosher salt,1 cup canned coconut milk (use regular coconut milk NOT light),1/4 cup water,1 pound raw, peeled, deveined shrimp (with or without tail),Cilantro for garnish",Serves 4,5,10.0,"Delicious Coconut Shrimp Curry! Quick and EASY, this shrimp curry dish with coconut milk is perfect for a midweek meal. ONE pot and it takes only 30 minutes to make, and that's starting with frozen shrimp!"
694,Hank Shaw,Rabbit Stew with Mushrooms,,"['porcini', 'mushrooms', 'heads', 'mushrooms', 'shallots', 'wine', 'mushroom', 'parsnip']",45,105,"['dinner', 'soup and stew', 'rabbit']","1 ounce of dried porcini mushrooms,2 heads of garlic,1 tablespoon extra virgin olive oil,1 1/2 pounds mixed mushrooms,4 Tbsp butter,1 rabbit,3 large shallots, chopped,1 cup sherry or white wine,1-2 cups mushroom soaking water,3 cups chicken stock,1 tablespoon fresh thyme, or 2 teaspoons dried,1 large parsnip, peeled and chopped into large pieces,Salt,2 Tbsp chopped fresh parsley",Serves 4,5,11.0,"Hearty rabbit stew with fresh and dried mushrooms, parsnips, garlic, shallots, and sherry."
695,Megan Gordon,BBQ Pulled Jackfruit Tacos,,"['jackfruit', 'brine', 'onion', 'jalapeño', 'barbecue', 'coriander', 'orange', 'corn', 'tortillas', 'radishes', 'cabbage', 'corn', 'kernels', 'lime']",15,10,"['quick and easy', 'vegan', 'taco']","2 (14-ounce) cans jackfruit in brine, drained and rinsed,2 tablespoons extra virgin olive oil,1 small yellow onion, finely chopped (about 1 1/2 cups),2 cloves minced garlic,1 jalapeño, seeded and finely chopped (optional),3/4 cup barbecue sauce, store-bought or ,2 teaspoons ground cumin,1 teaspoon dried oregano,1 teaspoon ground coriander,1/2 teaspoon smoked paprika,1/2 teaspoon kosher salt,1 teaspoon grated orange zest,10 to 12 (6-inch) corn tortillas,1 ripe avocado, thinly sliced,4 radishes, thinly sliced,1/3 cup cilantro leaves, roughly chopped,1/3 cup shredded red cabbage,1/3 cup corn kernels, canned or fresh from the cob,1/4 cup sour cream (optional),1 lime, cut into wedges",4 to 6 servings ,5,7.0,"Jackfruit makes an easy, meat-free meal any night of the week. Here, we're making tacos! Warm it up with your favorite BBQ sauce and pile it into tortillas with all your favorite toppings."
696,Elise Bauer,Easy Enchiladas,,"['corn', 'tortillas', 'onion', 'tomatoes', 'chiles', 'jalapeños', 'heat', 'chiles', 'jack', 'cheddar', 'mix', 'lettuce', 'apple', 'cider']",15,35,"['video', 'budget', 'texmex', 'enchiladas']","2 tablespoons extra virgin olive oil or other cooking oil,12 corn tortillas,1/2 onion, chopped (about 3/4 cup),1 clove garlic, minced (about 1 teaspoon),1 (14-ounce can) crushed tomatoes, preferably fire roasted,3/4 cup chopped cooked green chiles (about a 4-ounce can), or 1/3 cup chopped pickled jalapeños (more or less to taste, depending on the heat of the chiles and how spicy you want your enchiladas),1/2 cup water,1/2 teaspoon dried oregano,1 pound (4 cups) jack cheese, mild cheddar , or a mix, grated,Half a head of iceberg lettuce,2 teaspoons apple cider vinegar,Sprinkle of salt,1 cup sour cream,A handful cilantro",Serves 4,5,31.0,"This easy recipe for Tex-Mex cheese enchiladas is a family favorite! Just lightly fry corn tortillas, roll them up with Jack or cheddar cheese, cover with a tomato and green chile sauce, more cheese, and bake."
697,Elise Bauer,Salmon Patties,,"['salmon', 'liquid', 'slice', 'bread', 'crust', 'onion', 'parts', 'bell', 'flour', 'egg', 'lemon', 'juice']",15,10,"['family-friendly', 'comfort food', 'quick and easy', 'fish cakes', 'salmon']","1 (14.75 ounce) can salmon, drained of all but 2 tablespoons of the can liquid, flaked,1 large slice bread (crust removed), shredded (1 cup, 50 g),3 tablespoons chopped green onion, including the green parts,1 medium garlic clove, minced,1 tablespoon chopped fresh dill, or 1 teaspoon dried,3 tablespoons minced green bell pepper,1 tablespoon flour,1 large egg,1/2 teaspoon sweet paprika,1 teaspoon lemon zest,2 teaspoons lemon juice,1/4 teaspoon salt,Several turns of freshly ground black pepper,3 tablespoons extra virgin olive oil",Serves 4,5,22.0,"How to make salmon patties with cooked salmon, bread, green onion, dill, bell pepper, egg, lemon, and paprika. These easy salmon cakes make a perfect midweek meal."
698,Elise Bauer,Brazilian Salmon Stew (Moqueca),,"['lime', 'juice', 'bite', 'onions', 'bell', 'pepper', 'tomatoes', 'light', 'coconut', 'milk']",25,45,"['soup and stew', 'paleo', 'fish stew', 'salmon']","The cloves from 1/2 , of garlic, peeled, crushed, minced,2 Tablespoons of fresh lime juice,3/4 teaspoon of coarse salt,1 Tablespoon of sweet paprika,2 1/2 teaspoons of ground cumin,1 1/2 teaspoons of freshly ground black pepper,1 1/2 to 2 pounds of salmon, cut into 2-inch pieces (largish-bite sized pieces),Extra virgin olive oil,2 medium onions, sliced,1 large green bell pepper, seeded, de-stemmed, and sliced,2 medium tomatoes, sliced,Salt and freshly ground pepper,1 14-ounce can regular (not light) coconut milk,1 large bunch fresh cilantro, chopped, 1-2 cups",Serves 6-8,5,24.0,"Salmon stew based on Brazilian style moqueca fish stew. Salmon marinated in garlic, lime juice, paprika and cumin, the cooked with onions, bell peppers, tomato, cilantro, and coconut milk."
699,Elise Bauer,Lamb Chops with Rosemary and Garlic,,"['lamb', 'rib', 'chops']",10,10,"['cooking for two', 'lamb']","1 pound lamb rib chops,2 tablespoons minced fresh rosemary,2 teaspoons salt,1 teaspoon freshly ground black pepper,1 garlic clove, minced,4 tablespoons extra virgin olive oil, divided",Serves 2 to 3,5,16.0,"Lamb chops are such a simple and satisfying meal. Marinate them in rosemary and garlic, sear them quickly on the stovetop, and dinner is served. Great for a romantic date night or a dinner party."
700,Elise Bauer,Mexican Lasagna,,"['beef', 'turkey', 'chili', 'coriander', 'cayenne', 'beans', 'onions', 'stem', 'tomatoes', 'anaheim', 'chiles', 'corn', 'tortillas', 'tortillas', 'corn', 'jack', 'cheese', 'cheddar', 'avocado', 'iceberg', 'lettuce']",45,45,"['video', 'casserole', 'mexican and tex mex', 'gluten-free', 'enchiladas']","Extra virgin olive oil,1 1/4 pounds ground beef or ground turkey,1 teaspoon salt,1 tablespoon chili powder,1 tablespoon ground cumin,1 tablespoon ground coriander seeds,1/4 teaspoon cayenne,1 14-oz can refried pinto beans (or you can make your own ,),2 medium onions, chopped (about 2 1/2 cups),1 red bell pepper, stem and seeds removed, chopped (about 1 cup),3 garlic cloves, peeled and minced,1 28-oz can crushed or diced tomatoes, preferably ""Fire Roasted"",1 7-oz can diced green Anaheim chiles,1/2 teaspoon dried oregano,12 (6-inch) corn tortillas (choose sturdy tortillas mad with yellow corn),2 cups coarsely grated Monterey Jack cheese (about 8 oz),2 cups coarsely grated mild cheddar cheese (about 8 oz),Sour cream,Avocado,Cilantro,Iceberg lettuce",Serves 8,5,6.0,"Mexican Lasagna! Also known as Taco Lasagna or Mexican Casserole, this dish is layered with corn tortillas, ground beef, green chiles, beans, salsa, and cheese. A huge hit with a crowd! Perfect for potlucks. "
701,Elise Bauer,Roast Wild Duck (Teal),,"['duck', 'feet', 'feathers', 'areas', 'onion', 'apple', 'sherry']",10,12,"['dinner', 'duck']","Wild (not domesticated) whole duck(s), prepped (gutted, head and feet removed, plucked clean of feathers, shot and any bruised areas removed),Extra virgin olive oil,Coarse salt,Rosemary,Onion,Apple,Whole Cloves,Dry Sherry,Cream",One duck per person,5,4.0,"Roast wild duck, specifically teal, stuffed with rosemary, onion, apple, cloves, with a sauce of drippings, dry sherry and cream."
702,Elizabeth Stark,Sweet Potato and Black Bean Tacos,,"['sweet', 'potatoes', 'cooking', 'grapeseed', 'grapeseed', 'onion', 'jalapeño', 'beans', 'apple', 'cider', 'corn', 'tortillas', 'verde', 'cotija', 'cheese']",10,30,"['pantry meals', 'quick and easy', 'healthy', 'taco']","1 to 2 medium sweet potatoes, cut into 1/2-inch cubes (about 2 cups cubed),2 tablespoons neutral cooking oil (such as grapeseed or canola),1/2 teaspoon kosher salt,1 teaspoon chili powder,1/2 teaspoon ground cumin,2 tablespoons neutral cooking oil (such as grapeseed or canola),1/2 medium yellow onion, diced (about 1/2 cup diced),1/2 teaspoon kosher salt, plus more to taste,1 clove garlic, minced,1 jalapeño, stemmed, seeded, and minced,1 15-ounce can black beans, drained and rinsed,Apple cider vinegar or water, as needed,10 to 12 corn tortillas,1/2 cup tomatillo salsa verde, , or store-bought,1 ripe avocado, sliced thin,Fresh cilantro, roughly chopped,Lime wedges,1/4 cup crumbled cotija cheese",4 to 6 servings,5,10.0,"Turn sweet potatoes and black beans into a simple, healthy dinner with these tacos! Ready in about 30 minutes. Top them with avocado, cilantro, salsa verde, or any favorite toppings."
703,Elise Bauer,Bouillabaisse,,"['kinds', 'fillets', 'mussels', 'crab', 'onions', 'light', 'parts', 'fennel', 'fennel', 'tomatoes', 'threads', 'strip', 'orange', 'zest', 'clam', 'juice', 'bread', 'clam', 'broth', 'pepper', 'bread', 'bits']",15,60,"['soup and stew', 'french', 'low carb', 'fish and seafood']","3 pounds of at least 3 different kinds of fish fillets,1 pound mussels or clams,1 pound squid or crab,1/4 cup extra virgin olive oil,1 cup thinly sliced onions,2 leeks, white and light green parts only, thinly sliced,1/4 fennel bulb, thinly sliced, or 1 teaspoon of fennel seeds,2 cloves garlic, crushed,3 large tomatoes, roughly chopped,1 bay leaf,3 sprigs fresh thyme,1/2 teaspoon saffron threads,2 teaspoons salt,One long, wide strip of orange zest,8 ounces clam juice or fish stock,1/4 teaspoon freshly ground black pepper,Sliced rustic French bread, plain or toasted,1 Tbsp hot fish stock or clam broth,2 cloves peeled garlic,1 small red hot pepper,1/2 teaspoon salt,1/4 cup soft white bread, pulled into bits,1/2 cup olive oil",Serves 6,5,10.0,"A classic French shellfish and fish stew recipe, prepared with the freshest possible seafood, caught and served the same day.  Served with a spicy sauce rouille."
704,Elise Bauer,Basque Lamb Stew,,"['shoulder', 'wine', 'onion', 'paprika', 'bell', 'peppers', 'tomato', 'wine']",20,240,"['soup and stew', 'basque', 'gluten-free', 'lamb']","3 1/2 pounds lamb shoulder, cut into 2 inch pieces,6 cloves garlic, crushed and peeled,1 sprig fresh rosemary, about 1 tablespoon chopped,1/2 cup dry white wine,2 tablespoons extra-virgin olive oil,1 large onion, peeled and chopped,Salt,2 teaspoons sweet paprika,1 10-ounce can roasted red bell peppers, cut into 1/2 inch strips,1 large ripe tomato, peeled, seeded, and chopped,2 tablespoons chopped fresh parsley,1 bay leaf,1 cup dry, full-bodied red wine,1 cup chicken stock,Freshly ground black pepper",Serves 4 to 6,5,8.0,"Marinated, slow-cooked, lamb stew with lamb shoulder, garlic, rosemary, onion, paprika, roasted bell peppers, tomato, parsley, red wine, and chicken stock."
705,Elise Bauer,Roasted Root Vegetables with Tomatoes and Kale,,"['root', 'vegetables', 'carrots', 'potatoes', 'beets', 'celery', 'root', 'onion', 'whole', 'tomatoes', 'greens']",20,55,"['italian', 'paleo', 'vegan', 'carrot']","3 to 4 pounds of root vegetables such as parsnips, rutabagas, carrots, potatoes, golden beets, turnips, and celery root, peeled and cut into chunks,1 head of garlic, the cloves separated and peeled,6 tablespoons extra virgin olive oil, divided 3 Tbsp and 3 Tbsp,1 teaspoon Kosher salt,1/2 cup chopped onion,1 heaping tablespoon tomato paste,1 28-ounce can of whole peeled tomatoes,2 cups (packed) of chopped leafy greens such as kale or chard,1 teaspoon Italian seasoning or dried oregano,Black pepper to taste,Tabasco sauce (optional, to taste)",Serves 6 to 8,5,11.0,Warm up your winter with this cheerful ragout of roasted root vegetables with tomato and kale! It takes about as long to make as it does to roast the root vegetables. Hearty and nourishing.
706,Elise Bauer,Baked Lingcod with Lemon-Garlic Butter Sauce,,"['fillets', 'juice', 'sherry', 'milk', 'shallots', 'sticks', 'pepper', 'lemon', 'juice']",15,15,"['dinner', 'lenten', 'low carb', 'seafood']","2 pounds lingcod fillets,2 teaspoons extra virgin olive oil,Salt and Pepper,1/2 cup clam juice,1/2 cup dry sherry,1/2 cup whole milk,1 Tbsp minced garlic,1 Tbsp minced shallots,1 bay leaf,1 Tbsp unsalted butter,1 Tbsp flour,1/2 pound (2 sticks) unsalted butter,1/2 teaspoon salt,1/2 teaspoon white pepper,1 Tbsp lemon juice,2 Tbsp fresh chopped parsley",Serves 4,5,5.0,Baked ling cod recipe served with a lemon garlic butter sauce.
707,Sheryl Julian,New England Cioppino,,"['wine', 'juice', 'lemon', 'mussels', 'beards', 'clams', 'shells', 'yukon', 'gold', 'potatoes', 'size', 'walnuts', 'potatoes', 'coins', 'tomatoes', 'juices', 'pepper', 'chicken', 'skinless', 'boneless', 'haddock', 'halibut', 'lobster', 'shell']",20,40,"['soup and stew', 'new england', 'fish and seafood', 'seafood stew']","1 cup white wine, or 1 cup water and the juice of 1 lemon,2 pounds mussels, scrubbed with beards removed,1 1/2 pounds littleneck clams (about 12 clams in their shells),6 small Yukon Gold or red potatoes (the size of walnuts) or fingerling potatoes, sliced into coins,1 can (16 ounces) whole peeled tomatoes and their juices,2 tablespoons olive oil,2 cloves garlic, finely chopped,1/4 teaspoon crushed red pepper,1 1/2 cups chicken stock,1 pound skinless boneless haddock, halibut, or other firm-fleshed white fish, cut into 6 even-sized pieces,1/2 pound cooked lobster, out of the shell and cut into 1-inch pieces,4 tablespoons chopped fresh parsley",6 servings,,,"New England Cioppino seafood stew with haddock, lobster, clams, and mussels. Perfect for a casual dinner party!"
708,Sally Vargas,Seafood Paella,,"['chicken', 'saffron', 'threads', 'onion', 'bell', 'sausage', 'moons', 'grain', 'rice', 'bomba', 'rice', 'arborio', 'fire', 'tomatoes', 'peas', 'shrimp', 'tails', 'mussels', 'littleneck', 'clams', 'scrubbed']",30,35,"['video', 'seafood']","4 1/2 cups chicken stock,1/2 teaspoon saffron threads, crumbled and then loosely measured,1/4 teaspoon salt,3 tablespoons olive oil,1/2 yellow onion, finely chopped,1/2 red bell pepper, finely chopped,3 cloves garlic, finely chopped,6 ounces mild dried chorizo sausage, sliced into thin half-moons (See Recipe Note),3 cups short-grain rice, such as Spanish Bomba rice or Italian Arborio,1 (14-ounce) can fire-roasted diced tomatoes,1 cup frozen green peas,1 pound large (21-24 per pound) shrimp, peeled and deveined, with tails left on,1 pound mussels, rinsed and scrubbed,1 pound littleneck clams, rinsed and scrubbed,1/4 cup chopped parsley, for garnish",6 servings,5,9.0,"This saffron-infused Seafood Paella is loaded with mussels, clams, and shrimp. Cook it on the grill for best flavor. It serves a crowd and would be so much fun for your next cookout!"
